game_date,team_name,season,team_points,team_fg_percentage,team_ft_percentage,team_3pt_percentage,team_assists,team_rebounds,team_win
10/25/2012,Lakers,2012,82,0.424,0.769,0.316,23,42,0
10/21/2012,Lakers,2012,92,0.493,0.655,0.412,22,41,0
10/19/2012,Lakers,2012,98,0.468,0.783,0.364,22,40,0
10/16/2012,Lakers,2012,80,0.375,0.739,0.409,17,28,0
10/13/2012,Lakers,2012,86,0.351,0.683,0.286,21,46,0
10/10/2012,Lakers,2012,75,0.38,0.905,0.125,19,38,0
10/7/2012,Lakers,2012,83,0.394,0.71,0.455,21,38,0
5/21/2012,Lakers,2011,90,0.453,0.769,0.182,12,35,0
5/16/2012,Lakers,2011,75,0.385,0.929,0.133,11,41,0
5/14/2012,Lakers,2011,90,0.432,0.867,0.438,14,43,0
5/10/2012,Lakers,2011,96,0.422,0.733,0.286,23,42,0
5/6/2012,Lakers,2011,92,0.453,0.5,0.294,22,48,1
5/4/2012,Lakers,2011,84,0.372,0.8,0.24,21,44,0
4/26/2012,Lakers,2011,96,0.451,0.778,0.467,27,41,0
4/20/2012,Lakers,2011,97,0.434,0.833,0.429,19,29,0
4/18/2012,Lakers,2011,99,0.468,0.75,0.25,34,55,1
4/11/2012,Lakers,2011,98,0.449,0.583,0.478,23,60,1
4/9/2012,Lakers,2011,93,0.466,0.769,0.5,20,46,1
4/7/2012,Lakers,2011,105,0.485,0.556,0.111,22,54,0
4/4/2012,Lakers,2011,113,0.518,0.7,0.375,25,44,1
3/27/2012,Lakers,2011,104,0.419,0.794,0.25,23,52,1
3/21/2012,Lakers,2011,109,0.584,0.769,0.5,25,46,1
3/20/2012,Lakers,2011,104,0.506,0.875,0.375,18,31,0
3/14/2012,Lakers,2011,107,0.451,0.8,0.263,24,44,1
3/13/2012,Lakers,2011,116,0.494,0.824,0.3,24,51,1
3/9/2012,Lakers,2011,105,0.476,0.778,0.333,22,45,1
3/7/2012,Lakers,2011,101,0.395,0.784,0.381,21,42,0
3/6/2012,Lakers,2011,85,0.42,0.824,0.136,22,51,0
2/23/2012,Lakers,2011,85,0.385,0.913,0.308,16,41,0
2/22/2012,Lakers,2011,96,0.461,0.581,0.4,21,49,1
2/19/2012,Lakers,2011,90,0.449,0.68,0.167,21,45,0
2/12/2012,Lakers,2011,94,0.432,0.7,0.435,19,41,1
2/10/2012,Lakers,2011,85,0.375,0.826,0.25,13,48,0
2/9/2012,Lakers,2011,88,0.396,0.75,0.067,13,55,1
2/6/2012,Lakers,2011,90,0.42,0.75,0.292,23,55,0
2/4/2012,Lakers,2011,87,0.387,0.833,0.286,12,42,0
2/3/2012,Lakers,2011,93,0.474,0.6,0.308,19,47,1
1/29/2012,Lakers,2011,106,0.506,0.783,0.421,19,41,1
1/28/2012,Lakers,2011,89,0.439,0.647,0.316,23,44,0
1/20/2012,Lakers,2011,80,0.382,0.727,0.3,19,42,0
1/19/2012,Lakers,2011,87,0.42,0.813,0.3,19,38,0
1/14/2012,Lakers,2011,94,0.455,0.76,0.417,24,42,0
1/11/2012,Lakers,2011,90,0.427,0.842,0.444,17,46,1
1/5/2012,Lakers,2011,96,0.468,0.815,0,15,47,0
1/1/2012,Lakers,2011,90,0.398,0.667,0.174,19,44,0
12/26/2011,Lakers,2011,91,0.42,0.842,0.063,21,45,0
12/21/2011,Lakers,2011,103,0.548,0.786,0.5,27,44,0
5/19/2012,Lakers,2011,100,0.43,0.724,0.278,19,43,0
5/18/2012,Lakers,2011,99,0.386,0.976,0.364,20,44,1
5/12/2012,Lakers,2011,96,0.393,0.652,0.458,22,50,1
5/8/2012,Lakers,2011,99,0.389,0.769,0.375,20,48,0
5/1/2012,Lakers,2011,104,0.448,0.762,0.133,20,48,1
4/29/2012,Lakers,2011,103,0.5,0.733,0.353,22,52,1
4/22/2012,Lakers,2011,114,0.387,0.675,0.313,26,67,1
4/17/2012,Lakers,2011,91,0.488,1,0.2,28,37,0
4/15/2012,Lakers,2011,112,0.452,0.778,0.389,27,52,1
4/13/2012,Lakers,2011,103,0.507,0.69,0.467,25,45,1
4/6/2012,Lakers,2011,107,0.429,0.889,0.273,23,48,0
4/3/2012,Lakers,2011,91,0.481,1,0.318,27,50,1
4/1/2012,Lakers,2011,120,0.537,0.71,0.526,31,50,1
3/31/2012,Lakers,2011,88,0.416,0.773,0.318,28,47,1
3/29/2012,Lakers,2011,93,0.417,0.826,0.364,15,45,0
3/25/2012,Lakers,2011,96,0.425,0.9,0.389,21,38,0
3/23/2012,Lakers,2011,103,0.471,0.654,0.316,33,53,1
3/18/2012,Lakers,2011,99,0.452,0.775,0.154,24,45,0
3/16/2012,Lakers,2011,97,0.413,0.778,0.455,21,47,1
3/11/2012,Lakers,2011,97,0.507,0.654,0.5,25,42,1
3/4/2012,Lakers,2011,93,0.493,0.72,0.294,19,44,1
3/2/2012,Lakers,2011,115,0.537,0.808,0.353,25,48,1
2/29/2012,Lakers,2011,104,0.488,0.773,0.238,30,48,1
2/20/2012,Lakers,2011,103,0.458,0.864,0.421,23,51,1
2/17/2012,Lakers,2011,111,0.53,0.75,0.455,26,52,1
2/14/2012,Lakers,2011,86,0.44,0.444,0.471,20,52,1
1/31/2012,Lakers,2011,106,0.553,0.909,0.462,26,47,1
1/25/2012,Lakers,2011,96,0.485,0.75,0.5,20,36,1
1/22/2012,Lakers,2011,96,0.419,0.667,0.222,22,43,0
1/16/2012,Lakers,2011,73,0.382,0.737,0.1,19,44,1
1/13/2012,Lakers,2011,97,0.487,0.783,0.357,30,36,1
1/10/2012,Lakers,2011,99,0.488,0.826,0.118,27,49,1
1/8/2012,Lakers,2011,90,0.473,0.667,0.316,24,53,1
1/6/2012,Lakers,2011,97,0.481,0.69,0.273,27,47,1
1/3/2012,Lakers,2011,108,0.526,0.778,0.357,25,53,1
12/31/2011,Lakers,2011,92,0.453,0.8,0.083,24,50,1
12/29/2011,Lakers,2011,99,0.521,0.636,0.563,23,40,1
12/27/2011,Lakers,2011,96,0.423,0.811,0.375,17,46,1
12/25/2011,Lakers,2011,87,0.474,0.55,0.25,22,42,0
12/19/2011,Lakers,2011,95,0.448,0.683,0.438,22,41,0
